time,temp
0,370
10,366
20,364
30,360
40,357
50,353
60,349
70,345
80,341
90,337
100,333
110,329
120,326
130,322
140,320
150,318
160,318
170,317
180,316
190,316
200,315
210,315
220,315
230,314
240,313
250,311
260,307
270,302
280,296
290,291
300,287
310,282
320,277
330,
340,
350,
360,
370,
380,
390,
400,
410,
420,
430,
440,
450,
460,
470,
480,
490,
500,
510,
520,
530,
540,
550,
560,
570,
580,
590,
600,
610,
620,
630,
